name,|~explanation,|~group,|~group_name,|~element_alphabetic_value,|~element_numeric_value,|~page_nr,|~row,|~col,|~img_url
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~A,|~0.1,|~75,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-2-col-1.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~B,|~0.2,|~75,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-2-col-2.png
,|~From support on end, kehr fwd. around 1* p., rev. Stéckli around 2" p. to side sup., p. betw. hands.,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~C,|~0.3,|~75,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-2-col-3.png
Moguilny,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~D,|~0.4,|~75,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-2-col-4.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~E,|~0.5,|~75,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-2-col-5.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~F/G/H,|~0.6,|~75,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-2-col-6.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~A,|~0.1,|~75,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-3-col-1.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~B,|~0.2,|~75,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-3-col-2.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~C,|~0.3,|~75,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-3-col-3.png
Belenki,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~D,|~0.4,|~75,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-3-col-4.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~E,|~0.5,|~75,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-3-col-5.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~F/G/H,|~0.6,|~75,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-3-col-6.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~A,|~0.1,|~75,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-4-col-1.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~B,|~0.2,|~75,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-4-col-2.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~C,|~0.3,|~75,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-4-col-3.png
,|~From sup. on end, Russian wendeswing fwd. to other end without sup. on or btw. the p. (side to,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~D,|~0.4,|~75,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-4-col-4.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~E,|~0.5,|~75,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-4-col-5.png
,|~,|~III,|~Transports incluant Krolls, Tong Fei, Wu Guoniang, Roth et transport avec pivots. Travel type elements, including Krolls, Tong Fei, Wu Guonian, Roth and Traveling Spindles,|~F/G/H,|~0.6,|~75,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-75-row-4-col-6.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~71,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-1-col-1.png
,|~Direct Tramlot.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~71,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-1-col-2.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~71,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-1-col-3.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~71,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-1-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~71,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-1-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~71,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-1-col-6.png
,|~Wendeswing fwd. w. %t. to sup. fw. on the end,,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~71,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-2-col-1.png
,|~Reverse Stéckli, 180° (or 270° from one pom-,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~71,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-2-col-2.png
Davtyan,|~Reverse Stéckli with 270° t. (Bezugo technique) from 2 pommels to cross support on 1 pommel.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~71,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-2-col-3.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~71,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-2-col-4.png
Bezugo,|~Reverse St6ckli with 360° t. on 1 pommel.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~71,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-2-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~71,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-2-col-6.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~71,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-3-col-1.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~71,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-3-col-2.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~71,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-3-col-3.png
Pinheiro,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~71,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-3-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~71,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-3-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~71,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-3-col-6.png
,|~- Costal allemand.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~71,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-4-col-1.png
,|~Czechkehre on the pommels or pommel be- A re NaF tee,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~71,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-4-col-2.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~71,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-4-col-3.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~71,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-4-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~71,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-4-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~71,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-71-row-4-col-6.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~70,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-1-col-1.png
,|~Direct Stéckli A (DSA). on the pommels or pom- A ath ke fA,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~70,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-1-col-2.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~70,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-1-col-3.png
Keikha 3,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~70,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-1-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~70,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-1-col-5.png
,|~through hdst., 3/3 travel (fwd.- bwd), 360° turn to fiairs.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~70,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-1-col-6.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~70,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-2-col-1.png
,|~Nat fh Re fied fh,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~70,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-2-col-2.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~70,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-2-col-3.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~70,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-2-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~70,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-2-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~70,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-2-col-6.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~70,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-3-col-1.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~70,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-3-col-2.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~70,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-3-col-3.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~70,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-3-col-4.png
Sohn,|~Kehr with 1/1 turn on 1 pommel.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~70,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-3-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~70,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-3-col-6.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~70,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-4-col-1.png
,|~Kehr with 270° t. on 1 p. (Sohn technique) from eof KR. f,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~70,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-4-col-2.png
Bertoncelj,|~Kehr with 270° t. on 1 p. (Sohn technique) from,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~70,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-4-col-3.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~70,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-4-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~70,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-4-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~70,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-70-row-4-col-6.png
,|~Scissor forward.,|~I,|~Single leg swings and scissors,|~A,|~0.1,|~66,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-1-col-1.png
,|~,|~I,|~Single leg swings and scissors,|~B,|~0.2,|~66,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-1-col-2.png
Stepanyan,|~Double Scissor Fwd. with Travel Sideways through Handstand.,|~I,|~Single leg swings and scissors,|~C,|~0.3,|~66,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-1-col-3.png
,|~Scissor fwd. w. % t. thr. hstd. on 1 p. (also with % t. after), lower to sup. w. strad. legs.,|~I,|~Single leg swings and scissors,|~D,|~0.4,|~66,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-1-col-4.png
,|~,|~I,|~Single leg swings and scissors,|~E,|~0.5,|~66,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-1-col-5.png
,|~,|~I,|~Single leg swings and scissors,|~F/G/H,|~0.6,|~66,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-1-col-6.png
,|~Scissor forward with ¥% t.,|~I,|~Single leg swings and scissors,|~A,|~0.1,|~66,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-2-col-1.png
,|~Scissor forward with hop swd. (also with 1/2 t.)..,|~I,|~Single leg swings and scissors,|~B,|~0.2,|~66,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-2-col-2.png
,|~Scissor fwd. with hop swd. from one end to the: other (3/3).,|~I,|~Single leg swings and scissors,|~C,|~0.3,|~66,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-2-col-3.png
,|~,|~I,|~Single leg swings and scissors,|~D,|~0.4,|~66,|~2,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-2-col-4.png
,|~,|~I,|~Single leg swings and scissors,|~E,|~0.5,|~66,|~2,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-2-col-5.png
,|~,|~I,|~Single leg swings and scissors,|~F/G/H,|~0.6,|~66,|~2,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-2-col-6.png
,|~Scissor backward.,|~I,|~Single leg swings and scissors,|~A,|~0.1,|~66,|~3,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-3-col-1.png
,|~Double scissor fwd.(%4 t. fd. a. % t. bwd.).,|~I,|~Single leg swings and scissors,|~B,|~0.2,|~66,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-3-col-2.png
,|~Double scissor fwd. (%. fwd. a. Yt. bwd.) with,|~I,|~Single leg swings and scissors,|~C,|~0.3,|~66,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-3-col-3.png
Mikulak,|~Double scissor forward with hop sideways from one end to the other (3/3).,|~I,|~Single leg swings and scissors,|~D,|~0.4,|~66,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-3-col-4.png
,|~,|~I,|~Single leg swings and scissors,|~E,|~0.5,|~66,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-3-col-5.png
,|~,|~I,|~Single leg swings and scissors,|~F/G/H,|~0.6,|~66,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-3-col-6.png
,|~Scissor backward with ¥% turn.,|~I,|~Single leg swings and scissors,|~A,|~0.1,|~66,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-4-col-1.png
,|~,|~I,|~Single leg swings and scissors,|~B,|~0.2,|~66,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-4-col-2.png
,|~‘Swing bwd. w. % t. thr. hstd. on 1 p. (also with %t. after), lower to sup. w. strad. legs.,|~I,|~Single leg swings and scissors,|~C,|~0.3,|~66,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-4-col-3.png
,|~,|~I,|~Single leg swings and scissors,|~D,|~0.4,|~66,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-4-col-4.png
,|~,|~I,|~Single leg swings and scissors,|~E,|~0.5,|~66,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-4-col-5.png
,|~,|~I,|~Single leg swings and scissors,|~F/G/H,|~0.6,|~66,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-66-row-4-col-6.png
,|~Russian wendeswing with 180° or 270°.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~72,|~1,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-1-col-1.png
,|~Russian wendeswing with 360° or 540°.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~72,|~1,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-1-col-2.png
,|~Russian wendeswing with 720° or 900°. CURSES K off,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~72,|~1,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-1-col-3.png
,|~Russian wendeswing with 1080° or more.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~D,|~0.4,|~72,|~1,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-1-col-4.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~E,|~0.5,|~72,|~1,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-1-col-5.png
,|~,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~F/G/H,|~0.6,|~72,|~1,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-1-col-6.png
,|~On the leather, Russian wendeswing with 180°, or 270° also with travel.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~A,|~0.1,|~72,|~2,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-2-col-1.png
,|~On the leather, Russian wendeswing with 360° or 540°.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~B,|~0.2,|~72,|~2,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-2-col-2.png
,|~On the leather, Russian wendeswing with 720° or 900°.,|~II,|~Circle and flairs, with and/or without spindles and handstands, Kehr-swings, Russian w., flops and combined elements,|~C,|~0.3,|~72,|~2,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/pommel-horse/page-72-row-2-col-3.png
