name,|~explanation,|~group,|~group_name,|~element_alphabetic_value,|~element_numeric_value,|~page_nr,|~row,|~col,|~img_url
,|~,|~I,|~,|~B,|~0.2,|~44,|~3,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-3-col-2.png
,|~,|~I,|~,|~C,|~0.3,|~44,|~3,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-3-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~44,|~3,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-3-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~44,|~3,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-3-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~44,|~3,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-3-col-6.png
,|~,|~I,|~,|~A,|~0.1,|~44,|~4,|~1,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-4-col-1.png
,|~Endo roll to handstand (2 s.).,|~I,|~,|~B,|~0.2,|~44,|~4,|~2,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-4-col-2.png
piernas juntas,|~Endo roll piked to handstand (2.). (legs together),|~I,|~,|~C,|~0.3,|~44,|~4,|~3,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-4-col-3.png
,|~,|~I,|~,|~D,|~0.4,|~44,|~4,|~4,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-4-col-4.png
,|~,|~I,|~,|~E,|~0.5,|~44,|~4,|~5,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-4-col-5.png
,|~,|~I,|~,|~F/G/H,|~0.6,|~44,|~4,|~6,|~/Users/arnthordadi/Documents/projects/routine-builder/src/assets/img/elements/floor/page-44-row-4-col-6.png
